20.03.2018|приход|дом|Бичевка|185|м
20.03.2018|приход|дом|Бичевка 250 м|1|58
20.03.2018|приход|дом|Бичевка лен 200 м|1|20
20.03.2018|приход|дом|Брус 2*3|40|10,5
20.03.2018|приход|дом|Брус 3*3|18|15
20.03.2018|приход|дом|Брус 3*4|27|19,5
20.03.2018|приход|дом|Брус 4*4|19|27
20.03.2018|приход|дом|Брус 4*5|18|33,5
20.03.2018|приход|дом|Брус 5*10|17|70,5
20.03.2018|приход|дом|Брус 5*4|1|33,5
20.03.2018|приход|дом|Брус 5*5|39|42
20.03.2018|приход|дом|Брус 5*7|11|58,5
20.03.2018|приход|дом|бумагодержатель|2|23
20.03.2018|приход|дом|ванту3 пласт |1|28
20.03.2018|приход|дом|ванту3 пластик (мал)|1|41
20.03.2018|приход|дом|вантуз дер ручка|6|18
20.03.2018|приход|дом|веревка бельевая  D 2 25м|11|13
20.03.2018|приход|дом|веревка бельевая  D 3 15м|12|15
20.03.2018|приход|дом|веревка бельевая  D 5 20м|3|28
20.03.2018|приход|дом|веревка бельевая 15м|5|16
20.03.2018|приход|дом|веревка бельевая 15м |10|25
20.03.2018|приход|дом|веревка бельевая с наполнит|1|25
20.03.2018|приход|дом|Веревка d10|37,3|12
20.03.2018|приход|дом|Веревка d12 бичовка|5,7|10
20.03.2018|приход|дом|Веревка d5|3|7,5
20.03.2018|приход|дом|Веревка d6|30|5
20.03.2018|приход|дом|Веревка d8|4|10
20.03.2018|приход|дом|Вешалка 6-я|5|42
20.03.2018|приход|дом|вешалка декорат 2-й|6|23,5
20.03.2018|приход|дом|вешалка декорат 2-й|6|22
20.03.2018|приход|дом|вешалка декорат 2-й|4|12
20.03.2018|приход|дом|вешалка декорат 2-й зелен|1|20
20.03.2018|приход|дом|Газ балон под горелку|2|52
20.03.2018|приход|дом|Газ балон под горелку|2|47
20.03.2018|приход|дом|гипс  потолок|4|91
20.03.2018|приход|дом|гипс влага|6|130
20.03.2018|приход|дом|гипс стена|17|99
20.03.2018|приход|дом|горелка газовая|1|135
20.03.2018|приход|дом|горелка на балон м|1|45
20.03.2018|приход|дом|горелка под газ балон|1|63
20.03.2018|приход|дом|горелка пьезо|1|150
20.03.2018|приход|дом|градусник помещ t|1|25
20.03.2018|приход|дом|градусник улич t|1|27
20.03.2018|приход|дом|двери Ольга 80см глух|1|500
20.03.2018|приход|дом|двери Ольга 80см стекло|1|1050
20.03.2018|приход|дом|двери Ольга 80см стекло|1|950
20.03.2018|приход|дом|дверь белая МДФ|7|520
20.03.2018|приход|дом|держатель полки|2|42
