20.03.2018|Приход|Огородник|Веер желтый|2,00|55,00|0,00|
20.03.2018|Приход|Огородник|Веер плоский грабли|3,00|52,00|0,00|
20.03.2018|Приход|Огородник|Веер с металической ручкой|1,00|88,00|0,00|
20.03.2018|Приход|Огородник|Грабарка черная|1,00|58,00|0,00|
20.03.2018|Приход|Огородник|Грабли 10 зубов|20,00|33,00|0,00|
20.03.2018|Приход|Огородник|Грабли 8 зубов|3,00|29,00|0,00|
20.03.2018|Приход|Огородник|Грабли веер проволка|9,00|30,00|0,00|
20.03.2018|Приход|Огородник|Грабли веер раздвижн|1,00|55,00|0,00|
20.03.2018|Приход|Огородник|Грабли веер утолщ|1,00|52,00|0,00|
20.03.2018|Приход|Огородник|Грабли садовые|1,00|26,00|0,00|
20.03.2018|Приход|Огородник|Грабли сено|9,00|15,00|0,00|
20.03.2018|Приход|Огородник|Вилы для сена|4,00|56,00|0,00|
20.03.2018|Приход|Огородник|Вилы садовые|2,00|76,00|0,00|
20.03.2018|Приход|Огородник|Лопата американка|13,00|63,00|0,00|
20.03.2018|Приход|Огородник|Лопата американка|2,00|63,00|0,00|
20.03.2018|Приход|Огородник|Лопата оранжевая|1,00|55,00|0,00|
20.03.2018|Приход|Огородник|Лопата снегов АБС|10,00|100,00|0,00|
20.03.2018|Приход|Огородник|Лопата снегов Лемира|8,00|78,00|0,00|
20.03.2018|Приход|Огородник|Лопата снеговая|1,00|70,00|45,96|
20.03.2018|Приход|Огородник|Лопата совок|4,00|58,00|0,00|
20.03.2018|Приход|Огородник|Лопата чехия совок|3,00|72,00|0,00|
20.03.2018|Приход|Огородник|Лопата чехия штык|5,00|72,00|0,00|
20.03.2018|Приход|Огородник|Лопата штык|8,00|58,00|0,00|
20.03.2018|Приход|Огородник|Лопата штыкова черная|1,00|58,00|0,00|
20.03.2018|Приход|Огородник|Лопатка|1,00|35,00|0,00|
20.03.2018|Приход|Огородник|Лопатка садовая|1,00|28,00|0,00|
20.03.2018|Приход|Огородник|Мотыжка|5,00|30,00|0,00|
20.03.2018|Приход|Огородник|Розпуш|2,00|26,00|0,00|
20.03.2018|Приход|Огородник|Рыхлитель|2,00|115,00|0,00|
20.03.2018|Приход|Огородник|Сапка 150|8,00|26,00|0,00|
20.03.2018|Приход|Огородник|Сапка 200|7,00|28,00|0,00|
20.03.2018|Приход|Огородник|Секатор 200 мм|1,00|160,00|0,00|
20.03.2018|Приход|Огородник|Секатор Град|1,00|62,00|0,00|
20.03.2018|Приход|Огородник|Секатор Интерпол|1,00|82,00|0,00|
20.03.2018|Приход|Огородник|Секатор Интертол|1,00|160,00|0,00|
20.03.2018|Приход|Огородник|Секатор Китай|1,00|55,00|0,00|
20.03.2018|Приход|Огородник|Секатор обводной|2,00|62,00|0,00|
20.03.2018|Приход|Огородник|Тяпка садовая|3,00|30,00|0,00|
20.03.2018|Приход|Огородник|Фруктосъемник|4,00|12,00|0,00|
20.03.2018|Приход|Огородник|Фруктосъемник (леска)|1,00|25,00|0,00|
20.03.2018|Приход|Огородник|Вожи|22,00|15,50|0,00|
20.03.2018|Приход|Огородник|Выбивалка|2,00|20,00|0,00|
20.03.2018|Приход|Огородник|Выбивалка|1,00|20,00|0,00|
20.03.2018|Приход|Огородник|Веник|1,00|35,00|0,00|
20.03.2018|Приход|Огородник|Веник длинная ручка|3,00|50,00|0,00|
20.03.2018|Приход|Огородник|Колун 3 кг|1,00|205,00|0,00|
20.03.2018|Приход|Огородник|Кувалда 2 кг|1,00|130,00|0,00|
20.03.2018|Приход|Огородник|Пила по дереву d 115*24 зуба|1,00|46,50|0,00|
20.03.2018|Приход|Огородник|Пила по дереву d 115*40 зуба|1,00|67,50|0,00|
20.03.2018|Приход|Огородник|Пила по дереву d 125 на болг|1,00|53,00|0,00|
20.03.2018|Приход|Огородник|Пила по дереву d 125*48 зуба|1,00|33,00|0,00|
20.03.2018|Приход|Огородник|Пила по дереву d 150*30 зуба|1,00|72,00|0,00|
20.03.2018|Приход|Огородник|Пила по дереву d 150*56 зуба|1,00|43,00|0,00|
20.03.2018|Приход|Огородник|Пила по дереву d 160*24 зуба|2,00|76,00|0,00|
20.03.2018|Приход|Огородник|Пила по дереву d 160*24 зуба|1,00|82,00|0,00|
20.03.2018|Приход|Огородник|Пила по дереву d 180*30 зуба|2,00|82,00|0,00|
20.03.2018|Приход|Огородник|Пила по дереву d 180*60 зуба|1,00|88,00|0,00|
20.03.2018|Приход|Огородник|Пила по дереву d 180*60 зуба|1,00|75,00|0,00|
20.03.2018|Приход|Огородник|Пила по дереву d 230*66 зуба|1,00|78,00|0,00|
20.03.2018|Приход|Огородник|Топор с рез дер ручкой technics 0,6кг|1,00|165,00|0,00|
20.03.2018|Приход|Огородник|Топор с рез ручкой technics 0,6кг|1,00|210,00|0,00|
20.03.2018|Приход|Огородник|Топор с рез ручкой technics 0,8кг|1,00|235,00|0,00|
20.03.2018|Приход|Огородник|Топор technics 0,8 кг|1,00|210,00|0,00|
20.03.2018|Приход|Огородник|Топор technics 1 кг|1,00|260,00|0,00|
20.03.2018|Приход|Огородник|Клин в топор|11,00|5,00|0,00|
20.03.2018|Приход|Огородник|Ручка на молоток|2,00|75,00|0,00|
20.03.2018|Приход|Огородник|Ручка на молоток|2,00|70,00|0,00|
20.03.2018|Приход|Огородник|Ручка на молоток|1,00|85,00|0,00|
20.03.2018|Приход|Огородник|Топорище б|4,00|25,00|0,00|
20.03.2018|Приход|Огородник|Топорище б|2,00|27,00|0,00|
20.03.2018|Приход|Огородник|Топорище деда|12,00|40,00|0,00|
20.03.2018|Приход|Огородник|Топорище м|17,00|15,00|0,00|
20.03.2018|Приход|Огородник|Топорище м|4,00|18,00|0,00|
20.03.2018|Приход|Огородник|Топорище маленький|17,00|28,00|0,00|
20.03.2018|Приход|Огородник|Черенок вилы|2,00|42,00|0,00|
20.03.2018|Приход|Огородник|Черенок грабли бук|8,00|22,00|0,00|
20.03.2018|Приход|Огородник|Черенок грабли осина|5,00|26,00|0,00|
20.03.2018|Приход|Огородник|Черенок колун с|13,00|27,00|0,00|
20.03.2018|Приход|Огородник|Черенок кувалды м|10,00|17,00|0,00|
20.03.2018|Приход|Огородник|Черенок лопата бук|19,00|22,00|0,00|
20.03.2018|Приход|Огородник|Черенок лопата осина|23,00|26,00|0,00|
20.03.2018|Приход|Огородник|Черенок молот б|8,00|8,00|0,00|
20.03.2018|Приход|Огородник|Черенок молот м|12,00|6,00|0,00|
20.03.2018|Приход|Огородник|Черенок молот с|2,00|7,00|0,00|
20.03.2018|Приход|Огородник|Черенок сапка бук|14,00|22,00|0,00|
20.03.2018|Приход|Огородник|Черенок сапка осина|35,00|26,00|0,00|
20.03.2018|Приход|Огородник|Хомут на косье|2,00|10,00|0,00|
20.03.2018|Приход|Огородник|Метла дереза|1,00|22,00|0,00|
20.03.2018|Приход|Огородник|Метла дереза с ручкой|1,00|28,00|0,00|
20.03.2018|Приход|Огородник|Метла круглая|2,00|42,00|27,60|
20.03.2018|Приход|Огородник|Метла плоская|3,00|48,00|0,00|
20.03.2018|Приход|Огородник|Щетка «Марта»|1,00|55,00|0,00|
20.03.2018|Приход|Огородник|Щетка автомоб|4,00|40,00|25,44|
20.03.2018|Приход|Огородник|Щетка скребок|2,00|70,00|0,00|
20.03.2018|Приход|Огородник|Щетка стекломойка|1,00|25,00|0,00|
20.03.2018|Приход|Огородник|Швабра полотер|1,00|145,00|94,70|
20.03.2018|Приход|Огородник|Швабра полотер|1,00|115,00|0,00|
20.03.2018|Приход|Огородник|Швабра полотер|1,00|100,00|0,00|
20.03.2018|Приход|Огородник|Швабра с отжимом|1,00|165,00|110,04|
20.03.2018|Приход|Огородник|Швабра с отжимом|1,00|137,00|91,38|
20.03.2018|Приход|Огородник|Швабра с отжимом|1,00|97,00|64,62|
20.03.2018|Приход|Огородник|Совок большой|5,00|69,00|0,00|
20.03.2018|Приход|Огородник|Совок нерж б|1,00|55,00|0,00|
20.03.2018|Приход|Огородник|Совок нержав мален|3,00|40,00|0,00|
20.03.2018|Приход|Огородник|Совок нержав ср|2,00|45,00|0,00|
20.03.2018|Приход|Огородник|Совок пласт|4,00|10,00|0,00|
20.03.2018|Приход|Огородник|Совок с резинкой|4,00|18,00|0,00|
20.03.2018|Приход|Огородник|Совок с ручкой|3,00|13,00|0,00|
20.03.2018|Приход|Огородник|Тачка «будмонстер»|1,00|950,00|0,00|
20.03.2018|Приход|Огородник|Тачка двухколесная|1,00|1 250,00|0,00|
20.03.2018|Приход|Огородник|Кий дер|5,00|18,00|0,00|
20.03.2018|Приход|Огородник|Кий мет|12,00|25,00|0,00|
20.03.2018|Приход|Огородник|Кий мет|4,00|23,00|0,00|
20.03.2018|Приход|Огородник|Запаска на швабру ж|2,00|36,00|0,00|
20.03.2018|Приход|Огородник|Запаска на швабру мягкая|1,00|41,00|0,00|
20.03.2018|Приход|Огородник|Насадка для полутера|2,00|53,00|0,00|
20.03.2018|Приход|Огородник|Насадка для полутера (макар)|1,00|60,00|0,00|
20.03.2018|Приход|Огородник|Насадка МОП «МІДІ»|1,00|36,00|0,00|
20.03.2018|Приход|Огородник|Насадка МОП «МEGA»|1,00|58,00|0,00|
20.03.2018|Приход|Огородник|Насадка МОП «Пастер»|1,00|45,00|0,00|
20.03.2018|Приход|Огородник|Насадка МОП «синтетика»|1,00|47,00|0,00|
20.03.2018|Приход|Огородник|Насадка МОП «Хозленд»|1,00|40,00|0,00|
20.03.2018|Приход|Огородник|Насадка МОП «Maxi»|1,00|45,00|0,00|
20.03.2018|Приход|Огородник|Насадка МОП міdi|1,00|36,00|0,00|
20.03.2018|Приход|Огородник|Насадка МОП хозленд мах|2,00|33,00|0,00|
20.03.2018|Приход|Огородник|Насадка МОП чиста хата|3,00|45,00|0,00|
20.03.2018|Приход|Огородник|Насадка МОП VORK синтетика|2,00|45,00|0,00|
20.03.2018|Приход|Огородник|Насадка на швабру|1,00|41,00|0,00|
20.03.2018|Приход|Огородник|Насадка хозленд мах+|4,00|40,00|0,00|
20.03.2018|Приход|Огородник|Отжим на МОП|1,00|15,00|0,00|
20.03.2018|Приход|Огородник|Мухобойка|8,00|5,00|0,00|
20.03.2018|Приход|Огородник|Мышеловка дер|15,00|6,00|0,00|
20.03.2018|Приход|Огородник|Мышеловка мет|1,00|30,00|0,00|
20.03.2018|Приход|Огородник|Мышеловка мет|1,00|8,00|0,00|
20.03.2018|Приход|Огородник|Мышеловка пласм|1,00|8,00|0,00|
20.03.2018|Приход|Огородник|Поилка для цыплят|13,00|6,00|0,00|
20.03.2018|Приход|Огородник|Поилка для цыплят 3л|1,00|47,00|0,00|
20.03.2018|Приход|Огородник|Корм для цыплят 3л|1,00|55,00|0,00|
20.03.2018|Приход|Огородник|Кормушка для цыплят|23,00|8,00|0,00|
20.03.2018|Приход|Огородник|Кормушка для цыплят длин|10,00|28,00|0,00|
20.03.2018|Приход|Огородник|Отбойник в ДКУшку|1,00|25,00|0,00|
20.03.2018|Приход|Огородник|Сетка в ДКУшку|24,00|15,00|0,00|
20.03.2018|Приход|Огородник|Ошейник 20мм|5,00|18,00|0,00|
20.03.2018|Приход|Огородник|Ошейник 25мм|2,00|25,00|0,00|
20.03.2018|Приход|Огородник|Ошейник 30 мм|6,00|32,00|0,00|
20.03.2018|Приход|Огородник|Ошейник 30 мм|1,00|42,00|0,00|
20.03.2018|Приход|Огородник|Ошейник 35 мм|5,00|30,00|0,00|
20.03.2018|Приход|Огородник|Ошейник 35 мм|1,00|62,00|0,00|
20.03.2018|Приход|Огородник|Ошейник 40мм|5,00|41,00|0,00|
20.03.2018|Приход|Огородник|Камера 3,5х8|2,00|58,00|0,00|
20.03.2018|Приход|Огородник|Камера 3х8|1,00|47,00|0,00|
20.03.2018|Приход|Огородник|Камера 4х8|1,00|62,00|0,00|
20.03.2018|Приход|Огородник|Камера на велосипед|4,00|69,00|0,00|
20.03.2018|Приход|Огородник|Камера на велосипед|2,00|47,00|0,00|
20.03.2018|Приход|Огородник|Камера на велосипед|1,00|75,00|0,00|
20.03.2018|Приход|Огородник|Колпачки для камер|10,00|1,50|0,00|
20.03.2018|Приход|Огородник|Колесо на тачку 3,5х8|1,00|227,00|0,00|
20.03.2018|Приход|Огородник|Колесо на тачку 4х8|1,00|302,00|0,00|
20.03.2018|Приход|Огородник|Скат с камерой 3,5х8|1,00|153,00|0,00|
20.03.2018|Приход|Огородник|Скат с камерой 3х8|1,00|142,00|0,00|
20.03.2018|Приход|Огородник|Скат с камерой 3х8|1,00|137,00|0,00|
20.03.2018|Приход|Огородник|Скат с камерой 4х3,50|1,00|110,00|0,00|
20.03.2018|Приход|Огородник|Бутылка 110*50|6,00|19,00|0,00|
20.03.2018|Приход|Огородник|Бутылка 124*110|7,00|21,00|0,00|
20.03.2018|Приход|Огородник|Бутылка 50*70|7,00|16,00|0,00|
20.03.2018|Приход|Огородник|Насос для опрыскивания|1,00|45,00|0,00|
20.03.2018|Приход|Огородник|Опрыскиватель Лемира 8л|2,00|300,00|0,00|
20.03.2018|Приход|Огородник|Опрыскиватель Лемира 10л|1,00|380,00|0,00|
20.03.2018|Приход|Огородник|Крест для полива ¾ х 1|1,00|7,00|0,00|
20.03.2018|Приход|Огородник|Курок на опрыскив ручка|3,00|42,00|0,00|
20.03.2018|Приход|Огородник|Пистолет для полива|1,00|176,00|0,00|
20.03.2018|Приход|Огородник|Пистолет для полива АР 2002|1,00|75,00|0,00|
20.03.2018|Приход|Огородник|Пистолет для полива мет нос|1,00|70,00|0,00|
20.03.2018|Приход|Огородник|Пистолет для полива Verano|2,00|50,00|0,00|
20.03.2018|Приход|Огородник|Пистолет полив|1,00|45,00|0,00|
20.03.2018|Приход|Огородник|Поливалка|1,00|33,00|0,00|
20.03.2018|Приход|Огородник|Поливалка 10 л|3,00|65,00|0,00|
20.03.2018|Приход|Огородник|Поливалка 10л|1,00|95,00|0,00|
20.03.2018|Приход|Огородник|Поливалка 12л|4,00|48,00|0,00|
20.03.2018|Приход|Огородник|Поливалка 6л|1,00|48,00|0,00|
20.03.2018|Приход|Огородник|Поливалка 8л|2,00|55,00|0,00|
20.03.2018|Приход|Огородник|Рассееватель (ракушка)|1,00|21,00|0,00|
