дача|веер желтый|2|55,00|110,00
дача|веер плоский грабли|3|52,00|156,00
дача|веер с металической ручкой|1|88,00|88,00
дача|грабарка черная|1|58,00|58,00
дача|Грабли 10 зубов|20|33,00|660,00
дача|Грабли 8 зубов|3|29,00|87,00
дача|грабли веер проволка|9|30,00|270,00
дача|грабли веер раздвижн|1|55,00|55,00
дача|грабли веер утолщ|1|52,00|52,00
дача|грабли садовые |1|26,00|26,00
дача|грабли сено|9|15,00|135,00
дача|вилы для сена|4|56,00|224,00
дача|вилы садовые|2|76,00|152,00
дача|лопата американка|13|63,00|819,00
дача|лопата американка|2|63,00|126,00
дача|лопата оранжевая |1|55,00|55,00
дача|лопата снегов АБС|10|100,00|1000,00
дача|лопата снегов Лемира|8|78,00|624,00
дача|лопата снеговая|1|70,00|70,00
дача|лопата совок|4|58,00|232,00
дача|лопата чехия совок|3|72,00|216,00
дача|лопата чехия штык |5|72,00|360,00
дача|лопата штык|8|58,00|464,00
дача|Лопата штыкова черная|1|58,00|58,00
дача|лопатка|1|35,00|35,00
дача|лопатка садовая|1|28,00|28,00
дача|мотыжка|5|30|150,00
дача|розпуш |2|26,00|52,00
дача|рыхлитель|2|115,00|230,00
дача|Сапка 150|8|26,00|208,00
дача|Сапка 200|7|28,00|196,00
дача|Секатор 200 мм|1|160,00|160,00
дача|секатор Град|1|62,00|62,00
дача|секатор Интерпол|1|82,00|82,00
дача|Секатор Интертол|1|160,00|160,00
дача|секатор Китай|1|55,00|55,00
дача|секатор обводной|2|62,00|124,00
дача|тяпка садовая|3|30,00|90,00
дача|фруктосъемник |4|12,00|48,00
дача|фруктосъемник  (леска)|1|25,00|25,00
дача|Вожи|22|15,50|341,00
дача|выбивалка|2|20,00|40,00
дача|выбивалка|1|20,00|20,00
дача|веник|1|35,00|35,00
дача|веник длинная ручка|3|50,00|150,00
дача|Колун 3 кг|1|205,00|205,00
дача|Кувалда 2 кг|1|130,00|130,00
дача|пила по дереву d 115*24 зуба|1|46,50|46,50
дача|пила по дереву d 115*40 зуба|1|67,50|67,50
дача|пила по дереву d 125 на болг|1|53,00|53,00
дача|пила по дереву d 125*48 зуба|1|33,00|33,00
дача|пила по дереву d 150*30 зуба|1|72,00|72,00
дача|пила по дереву d 150*56 зуба|1|43,00|43,00
дача|пила по дереву d 160*24 зуба|2|76,00|152,00
дача|пила по дереву d 160*24 зуба|1|82,00|82,00
дача|пила по дереву d 180*30 зуба|2|82,00|164,00
дача|пила по дереву d 180*60 зуба|1|88,00|88,00
дача|пила по дереву d 180*60 зуба|1|75,00|75,00
дача|пила по дереву d 230*66 зуба|1|78,00|78,00
дача|топор с рез дер ручкой technics 0,6кг|1|165,00|165,00
дача|топор с рез ручкой technics 0,6кг|1|210,00|210,00
дача|топор с рез ручкой technics 0,8кг|1|235,00|235,00
дача|топор technics 0,8 кг|1|210,00|210,00
дача|топор technics 1 кг|1|260,00|260,00
дача|клин в топор|11|5,00|55,00
дача|ручка на молоток|2|75,00|150,00
дача|ручка на молоток|2|70,00|140,00
дача|ручка на молоток|1|85,00|85,00
дача|топорище б|4|25,00|100,00
дача|топорище б|2|27,00|54,00
дача|топорище деда|12|40,00|480,00
дача|топорище м|17|15,00|255,00
дача|топорище м|4|18,00|72,00
дача|топорище маленький|17|28,00|476,00
дача|черенок вилы|2|42,00|84,00
дача|черенок грабли бук|8|22,00|176,00
дача|черенок грабли осина|5|26,00|130,00
дача|черенок колун с |13|27,00|351,00
дача|черенок кувалды м|10|17,00|170,00
дача|черенок лопата бук|19|22,00|418,00
дача|черенок лопата осина|23|26,00|598,00
дача|черенок молот б|8|8,00|64,00
дача|черенок молот м|12|6,00|72,00
дача|черенок молот с|2|7,00|14,00
дача|черенок сапка бук |14|22,00|308,00
дача|черенок сапка осина |35|26,00|910,00
дача|хомут на косье|2|10,00|20,00
дача|метла дереза|1|22,00|22,00
дача|метла дереза с ручкой|1|28,00|28,00
дача|метла круглая|2|42,00|84,00
дача|метла плоская|3|48,00|144,00
дача|щетка «Марта»|1|55,00|55,00
дача|щетка автомоб|4|40,00|160,00
дача|щетка скребок|2|70,00|140,00
дача|щетка стекломойка|1|25,00|25,00
дача|швабра полутер|1|145,00|145,00
дача|швабра полутер|1|115,00|115,00
дача|швабра полутер|1|100,00|100,00
дача|швабра с отжимом|1|165,00|165,00
дача|швабра с отжимом|1|137,00|137,00
дача|швабра с отжимом|1|97,00|97,00
дача|совок большой|5|69,00|345,00
дача|совок нерж  б|1|55,00|55,00
дача|совок нержав мален|3|40,00|120,00
дача|совок нержав ср|2|45,00|90,00
дача|совок пласт|4|10,00|40,00
дача|совок с резинкой|4|18,00|72,00
дача|совок с ручкой|3|13,00|39,00
дача|тачка «будмонстер»|1|950,00|950,00
дача|тачка двухколесная|1|1250,00|1250,00
дача|кий дер|5|18,00|90,00
дача|кий мет|12|25,00|300,00
дача|кий мет|4|23,00|92,00
дача|запаска на швабру ж|2|36,00|72,00
дача|запаска на швабру мягкая|1|41,00|41,00
дача|насадка для полутера|2|53,00|106,00
дача|насадка для полутера (макар)|1|60,00|60,00
дача|насадка МОП «МІДІ»|1|36,00|36,00
дача|насадка МОП «МEGA»|1|58,00|58,00
дача|насадка МОП «Пастер»|1|45,00|45,00
дача|насадка МОП «синтетика»|1|47,00|47,00
дача|насадка МОП «Хозленд»|1|40,00|40,00
дача|насадка МОП «Maxi»|1|45,00|45,00
дача|насадка МОП міdi|1|36,00|36,00
дача|насадка МОП хозленд мах|2|33,00|66,00
дача|насадка МОП чиста хата|3|45,00|135,00
дача|насадка МОП VORK синтетика|2|45,00|90,00
дача|насадка на швабру|1|41,00|41,00
дача|Насадка хозленд мах+|4|40,00|160,00
дача|отжим на МОП|1|15,00|15,00
дача|мухобойка|8|5,00|40,00
дача|мышеловка дер|15|6,00|90,00
дача|мышеловка мет|1|30,00|30,00
дача|мышеловка мет |1|8,00|8,00
дача|мышеловка пласм|1|8|8,00
дача|поилка для цыплят|13|6,00|78,00
дача|поилка для цыплят 3л|1|47,00|47,00
дача|корм для цыплят 3л|1|55,00|55,00
дача|кормушка для цыплят|23|8,00|184,00
дача|кормушка для цыплят длин|10|28,00|280,00
дача|отбойник в ДКУшку|1|25,00|25,00
дача|сетка в ДКУшку|24|15,00|360,00
дача|ошейник 20мм|5|18,00|90,00
дача|ошейник 25мм|2|25,00|50,00
дача|Ошейник 30 мм|6|32,00|192,00
дача|Ошейник 30 мм|1|42,00|42,00
дача|Ошейник 35 мм|5|30,00|150,00
дача|Ошейник 35 мм|1|62,00|62,00
дача|ошейник 40мм|5|41,00|205,00
дача|Камера 3,5х8|2|58,00|116,00
дача|Камера 3х8|1|47,00|47,00
дача|Камера 4х8|1|62,00|62,00
дача|камера на велосипед|4|69,00|276,00
дача|камера на велосипед|2|47,00|94,00
дача|камера на велосипед|1|75,00|75,00
дача|колпачки для камер|10|1,50|15,00
дача|колесо на тачку 3,5х8|1|227,00|227,00
дача|колесо на тачку 4х8|1|302,00|302,00
дача|Скат с камерой 3,5х8|1|153,00|153,00
дача|Скат с камерой 3х8|1|142,00|142,00
дача|Скат с камерой 3х8|1|137,00|137,00
дача|Скат с камерой 4х3,50|1|110,00|110,00
дача|Бутылка 110*50|6|19,00|114,00
дача|Бутылка 124*110|7|21,00|147,00
дача|Бутылка 50*70|7|16,00|112,00
дача|насос для опрыскивания|1|45,00|45,00
дача|опрыскиватель Лемира       8л|2|300,00|600,00
дача|опрыскиватель Лемира   10л|1|380,00|380,00
дача|крест для полива ¾ х 1|1|7,00|7,00
дача|курок на опрыскив ручка|3|42,00|126,00
дача|пистолет для полива |1|176,00|176,00
дача|пистолет для полива АР 2002|1|75,00|75,00
дача|пистолет для полива мет нос|1|70,00|70,00
дача|пистолет для полива Verano|2|50,00|100,00
дача|пистолет полив|1|45,00|45,00
дача|поливалка |1|33,00|33,00
дача|Поливалка 10 л|3|65,00|195,00
дача|поливалка 10л|1|95,00|95,00
дача|поливалка 12л|4|48,00|192,00
дача|поливалка 6л|1|48,00|48,00
дача|поливалка 8л|2|55,00|110,00
дача|рассееватель (ракушка)|1|21,00|21,00
дача|рассееватель (шар)|3|19,00|57,00
дача|рассееватель полив 3й|1|20,00|20,00
дача|рассееватель полив 5й|3|23,00|69,00
дача|рассеиватель на бутылку|20|12,50|250,00
дача|рассеиватель полив 4-я|4|20,00|80,00
дача|рассеиватель полив 4-я|1|24,00|24,00
дача|соединен полив|48|3,50|168,00
дача|соединит полив ½|219|3,00|657,00
дача|соединит полив ½* ¾|12|3,50|42,00
дача|соед полива ½|9|20,00|180,00
дача|соед полива ¾|2|20,00|40,00
дача|соеденитель полив ½|1|2,50|2,50
дача|соеденитель полив ¾|1|3,50|3,50
дача|соедин поливочного шланга|6|6,50|39,00
дача|тройник полив ½ х¾|2|5,00|10,00
дача|тройник полив желт ¾|120|3,50|420,00
дача|Тройник 5/4 полив|2|18,00|36,00
дача|тройник полив синий ¾|13|7,50|97,50
дача|удочка на опрыскив|2|18,00|36,00
дача|улитка полив б|1|22,00|22,00
дача|улитка полив м|1|15,00|15,00
дача|улитка полив м|1|12,00|12,00
дача|улитка полив с|1|18,00|18,00
дача|улитка полив с с держ|1|20,00|20,00
дача|умывальник дачный|1|63,00|63,00
дача|умывальник дачный 10 л|1|115,00|115,00
дача|шланг на насос опрыск|4|15,00|60,00
дача|планка на забор 2 м цветн|6|35,00|210,00
дача|сетка оградительная 50х100|10|70,00|700,00
дача|сетка рабица 35х35 1,2х10 оцинк|1|355,00|355,00
дача|сетка рабица 35х35 1,2х10 оцинк|1|335,00|335,00
дача|сетка рабица 35х35 1,5х10 оцинк|1|445,00|445,00
дача|сетка рабица 35х35 чер 1,5 м|1|375,00|375,00
дача|сетка рабица 50х50|3|250,00|750,00
дача|сетка рабица 50х50 1,5х10 оцинк|1|365,00|365,00
дача|сетка рабица 50х50 1,5х10 черн|1|300,00|300,00
дача|сетка рабица 60*60 1,5*10м оцинк|1|330,00|330,00
дача|сетка рабица 60х60 1,5х10 оцинк|1|330,00|330,00
дача|сетка рабица 60х60 1,5х10 оцинк|1|225,00|225,00
дача|сетка рабица 60х60 1,5х10 черн|1|228,00|228,00
дача|сетка рабица оцинк 35*35 15*10|1|445,00|445,00
дача|сетка рабица чорна 35х35 1,5*10м|2|375,00|750,00
дача|сетка рабица чорна 50*50 1,5*10м|4|300,00|1200,00
дача|сетка рабица чорна 60*60 15*10м|1|288,00|288,00
дача|сетка рабица50*50 1,5*10м оцинк|1|350,00|350,00
дача|сетка фасад желтая|23|18,00|414,00
дача|сетка фасад зеленая|1,5|13,00|19,50
дача|сетка фасад оранжевая|3|14,00|42,00
дача|сетка фасад синяя|51|12,00|612,00
дача|сетка фасад синяя|29|13,50|391,50
дача|Тент 3х4|1|95,00|95,00
дача|Тент 3х5|1|120,00|120,00
дача|Тент 3х5|1|105,00|105,00
дача|Тент усиленный 3х4|1|175,00|175,00
дача|Тент усиленный 4х5|1|285,00|285,00
дача|цв горшок висяч|10|26,00|260,00
дача|цв горшок подвесн|2|7,00|14,00
дача|цв горшок подвесн|2|5,00|10,00
дача|цветочный горшок  (Дания) 18 см |1|13,00|13,00
дача|цветочный горшок «Николь» 11 см|1|13,00|13,00
дача|цветочный горшок «Николь» 28 см|2|60,00|120,00
дача|цветочный горшок «Терра» 30 см|1|77,00|77,00
дача|цветочный горшок (волна) 24 см|5|37,00|185,00
дача|цветочный горшок (волна) 28 см|3|54,00|162,00
дача|цветочный горшок (греческий) 13,5 см|2|8,00|16,00
дача|цветочный горшок (дания) 14 см|2|8,50|17,00
дача|цветочный горшок (Тера) 22см |1|25,00|25,00
дача|цветочный горшок бел |5|27,00|135,00
дача|цветочный горшок бел |5|18,00|90,00
дача|цветочный горшок бел |5|13,00|65,00
дача|цветочный горшок бел |5|11,00|55,00
дача|цветочный горшок белый (Николь) 14 см|5|18,00|90,00
дача|цветочный горшок белый (Николь) 19 см|10|28,00|280,00
дача|цветочный горшок бол|1|125,00|125,00
дача|цветочный горшок Волна 16см|5|16,00|80,00
дача|цветочный горшок Волна 20см|5|27,00|135,00
дача|цветочный горшок длиный|1|80,00|80,00
дача|цветочный горшок квадр под кактус б|12|7,50|90,00
дача|цветочный горшок квадр под кактус м|7|5,50|38,50
дача|цветочный горшок квадр под кактус м|1|9,00|9,00
дача|цветочный горшок коричнев |5|13,00|65,00
дача|цветочный горшок коричнев |5|11,00|55,00
дача|цветочный горшок коричнев |3|18,00|54,00
дача|цветочный горшок коричнев (Николь) 19 см|2|27,00|54,00
дача|цветочный горшок коричнев (Николь) 22 см|7|33,50|234,50
дача|цветочный горшок николь бел 22см|5|33,50|167,50
дача|цветочный горшок орхид|1|25,00|25,00
дача|цветочный горшок орхид|1|23,00|23,00
дача|цветочный горшок орхид б|1|35,00|35,00
дача|цветочный горшок под орхидею б|1|33,00|33,00
семена|базилик фиолет|4|6,00|24,00
семена|горох детский сахар|6|20,00|120,00
семена|горох Сах медовик|3|35,00|105,00
семена|Дыня Амал F1|6|15,00|90,00
семена|дыня Колхозница|7|15,00|105,00
семена|кабачок Агронавт|14|2,50|35,00
семена|кабачок Агронавт|3|2,50|7,50
семена|кабачок Золотинка|1|2,50|2,50
семена|кабачок ран Красавчик|15|2,50|37,50
семена|кабачок Цукеша|4|2,50|10,00
семена|Капуста Агрия F1|5|6,00|30,00
семена|Капуста Белокачанная|4|5,00|20,00
семена|капуста Жара F1|17|5,00|85,00
семена|капуста Жара F1|2|6,00|12,00
семена|Капуста Июньская|4|5,00|20,00
семена|капуста каменная голова|16|5,00|80,00
семена|Капуста Красный топаз|7|5,00|35,00
семена|крес-салат|3|5,00|15,00
семена|кукуруза Ароматная|8|6,00|48,00
семена|кукуруза Сахарная|7|6,00|42,00
семена|лук батун|3|2,50|7,50
семена|лук батун|3|2,50|7,50
семена|лук на зелень|12|2,50|30,00
семена|лук Стригуновский|6|2,50|15,00
семена|огурец Бригадный |16|45,00|720,00
семена|огурец Бригадный F1|17|45,00|765,00
семена|огурец джерело|17|45,00|765,00
семена|огурец китайское чудо|1|5,00|5,00
семена|огурец Феникс|6|6,00|36,00
семена|перец Богдан|16|41,00|656,00
семена|перец Винни-пух|22|48,00|1056,00
семена|перец Пионер|18|48,00|864,00
семена|петрушка  кучерява|1|5,00|5,00
семена|петрушка листов аромат|3|6,00|18,00
семена|редис Ал любовь|1|24,00|24,00
семена|салат латук|8|6,00|48,00
семена|салат Одесский кучер|9|6,00|54,00
семена|свекла Бордо 237|5|5,00|25,00
семена|свекла винегрет|4|5,00|20,00
семена|свекла Египет плоск|4|6,00|24,00
семена|свекла Ривал|5|5,00|25,00
семена|свекла цилиндр|1|6,00|6,00
семена|свекла Цыганочка|2|6,00|12,00
семена|Томат Батяня|16|5,00|80,00
семена|Томат Дар Заволжья|2|5,00|10,00
семена|Томат Де-барао роз|4|5,00|20,00
семена|томат Искорка|5|5,00|25,00
семена|Томат Ляна|9|6,00|54,00
семена|Томат Ляна розов|18|6,00|108,00
семена|Томат Настенька|22|6,00|132,00
семена|томат Фатима|7|6,00|42,00
семена|тыква Арабатская|1|5,00|5,00
семена|тыква Титан|4|5,00|20,00
семена|тыква Укр многоплод|8|5,00|40,00
семена|укроп грибовский|1|5,00|5,00
семена|цветы Бархатцы манд мал|22|5,00|110,00
семена|цветы Бархатцы низкоросл|3|6,00|18,00
семена|цветы иполия|2|6,00|12,00
семена|цветы маргаритка махров|2|5,00|10,00
семена|цветы матиола|3|7,00|21,00
семена|цветы Низкоросл бол|5|7,00|35,00
семена|цветы портулак|4|7,00|28,00
семена|цветы ромашка круп бол|6|7,00|42,00
семена|цветы цыния|1|6,00|6,00
семена|цветыГеоргина Вес |3|7,00|21,00
семена|щавель Широколист|4|6,00|24,00
отрава|отрава стакан БРОД|4|12,00|48,00
отрава|яд  в банке антимышь|4|15,00|60,00
отрава|яд  от крота 70г|1|12,00|12,00
отрава|яд анти-анти медведка 120|9|10,00|90,00
отрава|яд антидуст от тараканов|6|10,00|60,00
отрава|яд антикрот 60г|1|10,00|10,00
отрава|яд антимедведка 120г|1|10,00|10,00
отрава|яд антимедведка 500г|4|26,00|104,00
отрава|яд антимуравьин|1|12,00|12,00
отрава|яд антимуравьин|1|10,00|10,00
отрава|яд багира 100г|2|10,00|20,00
отрава|яд багира 100г|1|15,00|15,00
отрава|яд байт от мух|1|7,00|7,00
отрава|яд дуст|1|11,00|11,00
отрава|яд истребитель 300г|1|12,00|12,00
отрава|яд крысиная смерть|11|15,00|165,00
отрава|яд крысиная смерть 100г|2|10,00|20,00
отрава|яд крысолов 600г|1|20,00|20,00
отрава|яд липучка от крыс б|4|30,00|120,00
отрава|яд липучка от крыс м|4|20,00|80,00
отрава|яд от жука|1|7,00|7,00
отрава|яд от крыс в банке щелкунчик|3|12,00|36,00
отрава|яд от тараканов |2|30,00|60,00
отрава|Яд раундап от сорняков|6|40,00|240,00
отрава|яд ураган от сорняков|3|45,00|135,00
отрава|яд щелкунчик 100г|6|15,00|90,00
отрава|яд щелкунчик 100г|1|8,00|8,00
отрава|яд щелкунчик 150г|6|12,00|72,00
отрава|яд щелкунчик 500г|1|20,00|20,00
отрава|яд Rembek 220г|1|10,00|10,00
отрава|яд Remdek от крота|2|11,00|22,00
отрава|яд Remdek от медведки |9|12,00|108,00
отрава|липучка для моли|12|6,00|72,00
отрава|липучка для мух|75|4,00|300,00
отрава|пластины от комаров|15|0,80|12,00
отрава|жидкость от комаров дет|1|30,00|30,00
отрава|фумигатор под жидк от комаров|2|25,00|50,00
отрава|фумигатор под жидк от комаров|4|20,00|80,00
отрава|фумигатор под жидк от комаров|1|30,00|30,00
отрава|фумигатор под жидк от комаров|3|16,00|48,00
отрава|жидкость от комаров |4|19,00|76,00
отрава|жидкость от комаров Чистый дом|2|25,00|50,00
отрава|бордоская смесь|7|16,00|112,00
отрава|железный купорос 500г|14|16,00|224,00
отрава|медный купорос|95|5,00|475,00
дача|земля «Полиська» 10л|1|38,00|38,00
дача|земля «Полиська» 2,5л|1|15,00|15,00
дача|земля «Полиська» 5л|1|25,00|25,00
дача|земля «Универсал» 10л|1|29,00|29,00
дача|земля «Универсал» 3л|1|12,00|12,00
дача|земля «Универсал» 7л|1|21,00|21,00
дача|земля 2кг|3|10,00|30,00
дача|земля 3кг|3|15,00|45,00
дача|земля 5кг|2|22,00|44,00
дача|земля 6кг|2|28,00|56,00
дача|земля Панська  10кг|3|38,00|114,00
дача|земля Панська  2,5кг|7|15,00|105,00
дача|земля Панська  5кг|10|25,00|250,00
дача|земля Панська  5кг|2|36,00|72,00
дача|земля Полтавщина 4л|1|15,00|15,00
дача|земля универс 10л|5|29,00|145,00
дача|земля универсал 3л|7|12,00|84,00
дача|земля универсал 7л|6|21,00|126,00
дача|контейнер под рассаду б|4|20,00|80,00
дача|контейнер под рассаду м|4|12,00|48,00
дача|контейнер под рассаду с|3|15,00|45,00
дача|лесенка на цветы б|5|9,00|45,00
дача|лесенка на цветы м|5|4,50|22,50
дача|лесенка на цветы с|4|6,00|24,00
дача|Краска Мичурин 1,3 кг|2|30,00|60,00
дача|Краска Мичурин 2,8 кг|2|65,00|130,00
дача|подкормка растений|2|35,00|70,00
дача|удобрение для цветов|1|17,00|17,00
дача|формы для рассады  (36 яч с торфом)|1|45,00|45,00
дача|формы для рассады  (36 яч)|1|26,00|26,00
дача|формы для рассады  (50 яч)|5|32,00|160,00
дача|формы для рассады  (50 яч)|4|25,00|100,00
